название;тип_лофт;телефон;сайт;ссылка
Дом Гарри Поттера;Лофт, квест, антикафе;+7 (901) 333-77-31;https://www.loft2rent.ru/loft/39148/;https://www.loft2rent.ru/loft/39148/39150/
Дом Дизайна;Коворкинг, переговорная;89057410694;N/A;https://www.loft2rent.ru/loft/202484/202488/
Дом Зелено;Коворкинг, переговорная;89168651859;N/A;https://www.loft2rent.ru/loft/177429/177431/
Дом Культуры;Зал, игровой зал, учебный зал;+7(925) 448-13-73;https://www.loft2rent.ru/loft/77612/;https://www.loft2rent.ru/loft/77612/77615/
Дом культуры FAKTURA#1913Маросейка;Лофт, зал;+74952210170;N/A;https://www.loft2rent.ru/loft/1405/1406/
Дом культуры FAKTURA#1913Покровка;Лофт, зал, конференц-зал, учебный зал;+74952210170;N/A;https://www.loft2rent.ru/loft/1405/1407/
Дом розового кролика;Бар, фотостудия;+79118353489;N/A;https://www.loft2rent.ru/loft/158746/158782/
Дом розового кроликаSuper Vip;Бар;+79118353489;N/A;https://www.loft2rent.ru/loft/158746/163574/
Дом розового кроликаКинозал-Караоке;Бар;+79118353489;N/A;https://www.loft2rent.ru/loft/158746/159194/
Дом ЭвиЦентра;Зал, конференц-зал, на открытом воздухе, антикафе;+79160876137;https://www.loft2rent.ru/loft/155206/;https://www.loft2rent.ru/loft/155206/182635/
Дрепин ЛофтДрепин Дача;Шатер, особняк, на открытом воздухе, веранда;+79660758366;N/A;https://www.loft2rent.ru/loft/98969/107997/
Дрепин ЛофтДрепин Лофт;Лофт, зал, детский центр;89154868833;N/A;https://www.loft2rent.ru/loft/98969/98973/
Дримс - клубный лофт с караоке с отличной акустикой для любимых хитов, фотозоной с неоновым оформлением и диско‑шаром!;клубный лофт с караоке с отличной акустикой для любимых хитов, фотозоной с неоновым оформлением и диско‑шаром! - Лофт, зал, антикафе;+7 495 191 41 57;https://www.loft2rent.ru/loft/142644/;https://www.loft2rent.ru/loft/142644/142906/
Дробь 8;Кабинет, лофт, учебный зал, переговорная;8991 233 3175;N/A;https://www.loft2rent.ru/loft/159284/159307/
Дубай;Лофт;+7 812 606 70 20;https://www.loft2rent.ru/loft/169051/;https://www.loft2rent.ru/loft/169051/169150/
ДУШУ НАРУЖУ;Коворкинг, лофт, спорт-зал;89936299657;N/A;https://www.loft2rent.ru/loft/104858/104866/
Дэнс - яркий и современный лофт с фотозоной с неоном, караоке и диско-шаром!;яркий и современный лофт с фотозоной с неоном, караоке и диско-шаром! - Лофт, зал, антикафе;+7 495 191 41 57;https://www.loft2rent.ru/loft/142644/;https://www.loft2rent.ru/loft/142644/142914/
Желтый ДомБар Желтый Дом;Ресторан, бар, особняк;+7 9684508760;N/A;https://www.loft2rent.ru/loft/168238/168873/
Жемчуг;Лофт, антикафе;+7 (495) 478-06-38;https://www.loft2rent.ru/loft/109926/;https://www.loft2rent.ru/loft/109926/171901/
Живописный лофт Москва сити;Апартаменты, лофт;+79111023333;https://www.loft2rent.ru/loft/107530/;https://www.loft2rent.ru/loft/107530/156446/
За Нарисованным Очагом;Зал, конференц-зал, концертный зал;+79811682250;https://www.loft2rent.ru/loft/81543/;https://www.loft2rent.ru/loft/81543/126814/
"Загородный банкетный комплекс ""ТЕПЛИЦА-ПАРК""ТЕПЛИЦА-ПАРК";Отель, ресторан, зал, веранда;+7 (926) 127 25 22;N/A;https://www.loft2rent.ru/loft/181035/181040/
Зазеркалье;Лофт, антикафе;+7 (812) 200-78-18;https://www.loft2rent.ru/loft/75982/;https://www.loft2rent.ru/loft/75982/77319/
"Зал ""Барный"" для новогоднего корпоратива";Игровой зал, антикафе;+7 (900) 649-02-29;https://www.loft2rent.ru/loft/109505/;https://www.loft2rent.ru/loft/109505/147968/
"Зал ""Вознесенский""";Зал, конференц-зал, учебный зал;+7 958 538-65-47;https://www.loft2rent.ru/loft/114505/;https://www.loft2rent.ru/loft/114505/129025/
"Зал ""Гарда""";Лофт, ресторан, бар, зал;+79255165332;https://www.loft2rent.ru/loft/172081/;https://www.loft2rent.ru/loft/172081/190825/
"Зал ""Голландия""";Отель, ресторан, зал, конференц-зал;+7 (950) 011 4828;N/A;https://www.loft2rent.ru/loft/165014/165016/
"Зал ""Измайловский""";Зал, конференц-зал, учебный зал;+7 958 538-65-47;https://www.loft2rent.ru/loft/114505/;https://www.loft2rent.ru/loft/114505/128997/
"Зал ""Лекторий!"" для уютного корпоратива";Учебный зал, переговорная;+7 (900) 649-02-29;https://www.loft2rent.ru/loft/109505/;https://www.loft2rent.ru/loft/109505/147965/
"Зал ""Лермонтовский""";Лофт, зал, учебный зал;+7 958 538-65-47;https://www.loft2rent.ru/loft/114505/;https://www.loft2rent.ru/loft/114505/129004/
"Зал ""Московский""";Зал, конференц-зал, учебный зал;+7 958 538-65-47;https://www.loft2rent.ru/loft/114505/;https://www.loft2rent.ru/loft/114505/114508/
"Зал ""Троицкий""";Лофт, зал, учебный зал;+7 958 538-65-47;https://www.loft2rent.ru/loft/114505/;https://www.loft2rent.ru/loft/114505/129028/
"Зал ""Фонтанка""";Лофт, зал, учебный зал;+7 958 538-65-47;https://www.loft2rent.ru/loft/114505/;https://www.loft2rent.ru/loft/114505/128998/
Зал 100;Фотостудия;+7 (901)417-71-10;https://www.loft2rent.ru/loft/166921/;https://www.loft2rent.ru/loft/166921/166942/
Зал 190;Фотостудия, учебный зал;+7 (901)417-71-10;https://www.loft2rent.ru/loft/166921/;https://www.loft2rent.ru/loft/166921/166923/
Зал 2 - дизайнерская кабинет до 8 человек;дизайнерская кабинет до 8 человек - Кабинет;89898415534;https://www.loft2rent.ru/loft/157491/;https://www.loft2rent.ru/loft/157491/187165/
Зал 27 м² для йоги, мастер-классов, тренингов;Зал, спорт-зал, учебный зал;89175091916;https://www.loft2rent.ru/loft/74665/;https://www.loft2rent.ru/loft/74665/74673/
Зал 3 - уютный и светлый кабинет до 4 человек;уютный и светлый кабинет до 4 человек - Кабинет;89898415534;https://www.loft2rent.ru/loft/157491/;https://www.loft2rent.ru/loft/157491/187096/
Зал 4 - стильная кулинарная студия для творческих мастер-классов;стильная кулинарная студия для творческих мастер-классов - Кабинет, переговорная, кулинарная студия;89898415534;https://www.loft2rent.ru/loft/157491/;https://www.loft2rent.ru/loft/157491/186765/
Зал 5 - светлый малый зал до 20 человек;светлый малый зал до 20 человек - Переговорная;89898415534;https://www.loft2rent.ru/loft/157491/;https://www.loft2rent.ru/loft/157491/186054/
Зал 6 - просторный и светлый конференц-зал с проектором до 50 человек;просторный и светлый конференц-зал с проектором до 50 человек - Конференц-зал;89898415534;https://www.loft2rent.ru/loft/157491/;https://www.loft2rent.ru/loft/157491/157663/
Зал 65 кв.м с большими окнами;Зал, спорт-зал;+7 (999) 984-29-62;https://www.loft2rent.ru/loft/163570/;https://www.loft2rent.ru/loft/163570/163599/
Зал 80;Фотостудия;+7 (901)417-71-10;https://www.loft2rent.ru/loft/166921/;https://www.loft2rent.ru/loft/166921/166940/
Зал 9 - просторный конференц-зал 300кв.м до 200 человек;просторный конференц-зал 300кв.м до 200 человек - Конференц-зал;89898415534;https://www.loft2rent.ru/loft/157491/;https://www.loft2rent.ru/loft/157491/187210/
Зал BRIGHT;Банкетный зал;89851150101;https://www.loft2rent.ru/loft/154904/;https://www.loft2rent.ru/loft/154904/154953/
Зал Crystal;Банкетный зал, лофт, конференц-зал, концертный зал;89851150101;https://www.loft2rent.ru/loft/154904/;https://www.loft2rent.ru/loft/154904/156531/
Зал Grey;Банкетный зал, зал, на открытом воздухе;89851150101;https://www.loft2rent.ru/loft/154904/;https://www.loft2rent.ru/loft/154904/157026/
Зал Loft;Банкетный зал, лофт, конференц-зал;89851150101;https://www.loft2rent.ru/loft/154904/;https://www.loft2rent.ru/loft/154904/160491/
зал No 3 фотостудии Пространство;Лофт, зал, конференц-зал, фотостудия;+74992887790;https://www.loft2rent.ru/loft/31821/;https://www.loft2rent.ru/loft/31821/31865/
Зал SKY;Банкетный зал;89851150101;https://www.loft2rent.ru/loft/154904/;https://www.loft2rent.ru/loft/154904/207375/
Зал «Агат» в Ballesta Space;Зал;+79262488448;https://www.loft2rent.ru/loft/186577/;https://www.loft2rent.ru/loft/186577/186649/
Зал «Аметист» в Ballesta Space;Спорт-зал;+79262488448;https://www.loft2rent.ru/loft/186577/;https://www.loft2rent.ru/loft/186577/186653/
Зал «Розовый кварц» в Ballesta Space;Спорт-зал;+79262488448;https://www.loft2rent.ru/loft/186577/;https://www.loft2rent.ru/loft/186577/186651/
Зал Балдеж для семинаров и мастер-классов;Зал, конференц-зал, учебный зал;+79254214746;https://www.loft2rent.ru/loft/53804/;https://www.loft2rent.ru/loft/53804/80163/
Зал Большой фотостудии PROSTRANSTVO на Марьиной Роще;Лофт, конференц-зал;+74992887790;https://www.loft2rent.ru/loft/31821/;https://www.loft2rent.ru/loft/31821/126212/
Зал в арендуЗал для проведения тренингов, медитаций, пилатеса, йоги;Спорт-зал;+79912289501;N/A;https://www.loft2rent.ru/loft/90289/90291/
Зал в зелёных тонах GreenLand;Лофт, зал, антикафе;89031959349;https://www.loft2rent.ru/loft/151727/;https://www.loft2rent.ru/loft/151727/158135/
Зал в центре МосквыЗал в центре Москвы на 1264 мест;Банкетный зал, зал, переговорная, концертный зал;+74959950807;N/A;https://www.loft2rent.ru/loft/182962/182993/
Зал в центре МосквыЗал в центре Москвы на 480 мест;Банкетный зал, зал, конференц-зал, концертный зал;+74959950807;N/A;https://www.loft2rent.ru/loft/182962/183004/
Зал Воздух;Фотостудия;+79254214746;https://www.loft2rent.ru/loft/53804/;https://www.loft2rent.ru/loft/53804/53836/
Зал Гала фотостудии PROSTRANSTVO на Марьиной Роще;Лофт, зал, фотостудия;+74992887790;https://www.loft2rent.ru/loft/31821/;https://www.loft2rent.ru/loft/31821/32004/
Зал для деловых мероприятий P17PLACE;Спорт-зал;+79999721717;https://www.loft2rent.ru/loft/55645/;https://www.loft2rent.ru/loft/55645/55649/
Зал для индивидуальных консультаций;Учебный зал;+7 (812) 240-78-80;https://www.loft2rent.ru/loft/142338/;https://www.loft2rent.ru/loft/142338/142368/
Зал для конференции/треннинга/банкета;Зал, конференц-зал, учебный зал;+74959950807;N/A;https://www.loft2rent.ru/loft/150956/150959/
