Название компании,Название сделки,Телефон,Email,Сайт
ООО «Креомаст»,ООО «Креомаст»,375172840574,akzhan@interfax.kz,https://spark-interfax.ru/moskva-konkovo/ooo-kreomast-inn-9721128003-ogrn-1217700210639-c1510b13da572fb6e053219aa8c02cd3
ООО «Креп-Пласт»,ООО «Креп-Пласт»,74959098500,info@kin.su,https://kinplast.ru/contacts
ООО «Криоскай»,ООО «Криоскай»,,cryosky@mail.ru,http://cryosky.ru
ООО «КРИПТО-ПРО»,ООО «КРИПТО-ПРО»,74959840789,buh@cryptopro.ru,https://cryptopro.ru
ООО «Криптон»,ООО «Криптон»,,info@kripton-filter.ru,https://kripton-filter.ru
ООО «Кристофф»,ООО «Кристофф»,78125713692,kristoffaparts@yandex.ru,https://kristoff.ru
ООО «КровАльянс»,ООО «КровАльянс»,74952042101,zakaz@krovalians.ru,https://krovalians.ru
ООО «Кровснаб»,ООО «Кровснаб»,78632210015,,https://mksug.ru
ООО «Крона»,ООО «Крона»,78003331668,flags@2x.webp,https://krona.ru
ООО «Кросс Трейдинг»,ООО «Кросс Трейдинг»,,companycardsfeedback@rbc.ru,https://companies.rbc.ru/id/1197746579711-obschestvo-s-ogranichennoj-otvetstvennostyu-kross-trejding
ООО «КРОСТ-Д»,ООО «КРОСТ-Д»,74957950888,,https://krost.ru
ООО «Крошка Картошка»,ООО «Крошка Картошка»,74951390200,,https://www.kartoshka.com
ООО «Ксантис Фарма»,ООО «Ксантис Фарма»,74952233403,adversereaction@drugsafety.ru,https://xantispharma.ru
ООО «Ксенеон»,ООО «Ксенеон»,78342242541,zakaz@xnn.ru,https://xnn.ru
ООО «КУБ Евразия»,ООО «КУБ Евразия»,,info@kyb.ru,https://kyb.ru/about/russia
ООО «Кудиновский мясной комплекс»,ООО «Кудиновский мясной комплекс»,,gb@my-gb.ru,https://www.frozen.snkigb.ru/companies/kudinovskiymyasnoykompleks.html
ООО «Кузбасконсервмолоко»,ООО «Кузбасконсервмолоко»,,mary_buh1c@mail.ru,https://www.list-org.com/company/12257414
ООО «Кузница»,ООО «Кузница»,78445756564,borodaymo@volkuz34.ru,https://volkuz34.ru
ООО «Кульмбах-Д»,ООО «Кульмбах-Д»,,info@tenderguru.ru,https://www.tenderguru.ru/postavshik/11225393/obschestvo-s-ogranichennoy-otvetstvennostyu-kulmbah-d
ООО «Купец»,ООО «Купец»,,miftakhova96@internet.ru,https://www.kupec63.ru/kontakty
ООО «Л-КОМ»,ООО «Л-КОМ»,73412908089,spb@elcomspb.ru,https://www.elcomspb.ru
ООО «Лабиринт-М»,ООО «Лабиринт-М»,74951233406,1022d@mail.ru,https://saby.ru/profile/7727777402-772701001
ООО «Лабиринт.РУ»,ООО «Лабиринт.РУ»,74999209525,rating@mail.ru,https://www.labirint.ru
ООО «Лабомет»,ООО «Лабомет»,74997008890,info@labomet.ru,https://labomet.ru
ООО «Лаборатория Алисы»,ООО «Лаборатория Алисы»,,companycardsfeedback@rbc.ru,https://companies.rbc.ru/id/1227700387738-obschestvo-s-ogranichennoj-otvetstvennostyu-laboratoriya-alisyi
ООО «Лаборатория Гемотест»,ООО «Лаборатория Гемотест»,74955321313,,https://gemotest.ru
ООО «Лаборатория Кардиологии»,ООО «Лаборатория Кардиологии»,74951206300,info@star-pro.ru,https://star-pro.ru/proverka-kontragenta/organization/5167746391357
ООО «Лавка Чудес»,ООО «Лавка Чудес»,,companycardsfeedback@rbc.ru,https://companies.rbc.ru/id/1117746617669-ooo-lavka-chudes
ООО «Лайер»,ООО «Лайер»,74951505286,info@layher-russia.ru,https://layher-russia.ru
ООО «ЛАЙТ»,ООО «ЛАЙТ»,,komplaitsitie@mail.ru,http://lite-city.ru
ООО «ЛАН АТМсервис»,ООО «ЛАН АТМсервис»,,companycardsfeedback@rbc.ru,https://companies.rbc.ru/id/1107746174161-ooo-lan-atmservis
ООО «ЛАН-ПРОЕКТ»,ООО «ЛАН-ПРОЕКТ»,74959261275,forensic@lan-project.ru,https://lan-project.ru
ООО «ЛАНД»,ООО «ЛАНД»,74955545283,lbrc_school8@mosreg.ru,https://lubvasilek49.edumsko.ru
ООО «Лантана»,ООО «Лантана»,74951086914,info@lantana-group.ru,http://lantana-group.ru
ООО «Латекс»,ООО «Латекс»,78003334063,info@latex.ru,https://latex.ru
ООО «Лаун»,ООО «Лаун»,78005505489,launeb2b@gmail.com,https://laune.zov-home.ru
ООО «Лаш Раша»,ООО «Лаш Раша»,,e-shop@lushrussia.ru,https://lushrussia.ru/contact
ООО «ЛВН-Менеджмент»,ООО «ЛВН-Менеджмент»,,employers@dreamjob.ru,https://hh.ru/employer/1823956
ООО «Легенда»,ООО «Легенда»,74957992085,info@legenda-group.ru,https://legenda-group.ru
ООО «Лекос»,ООО «Лекос»,375172840574,akzhan@interfax.kz,https://spark-interfax.ru/vladimirskaya-oblast-vladimir/ooo-lekos-inn-3308003627-ogrn-1033303403209-56ce223ba2fa4d9ba48a4f23381a9c49
ООО «Лентасбыт»,ООО «Лентасбыт»,74951283957,lentasbut@gmail.com,https://lentasbut.ru/kontakty
ООО «Лесная 27»,ООО «Лесная 27»,,companycardsfeedback@rbc.ru,https://companies.rbc.ru/id/1047796716296-ooo-lesnaya-27
ООО «Летний Сад»,ООО «Летний Сад»,78003333828,example@gmail.com,https://companyls.ru/o-nas
ООО «Лигагрупп»,ООО «Лигагрупп»,79780512121,info@ligagroup.shop,https://ligagroup.shop
ООО «Лигард»,ООО «Лигард»,375172840574,akzhan@interfax.kz,https://spark-interfax.ru/moskva-kuntsevo/ooo-ligard-inn-9731070899-ogrn-1207700362320-b15d6146581c3450e053219aa8c04647
ООО «Лидеа Рус»,ООО «Лидеа Рус»,79064995888,aleksandr.avdonkin@lidea-seeds.com,https://lidea-seeds.ru
ООО «Лидер-М»,ООО «Лидер-М»,73433857400,damir@ml-m.ru,https://ml-m.ru
ООО «Лидерфреш»,ООО «Лидерфреш»,,lider@lider-fresh.ru,http://lider-fresh.ru
ООО «Лизинговая Компания Простые Решения»,ООО «Лизинговая Компания Простые Решения»,78002502531,bla@pr-liz.ru,https://pr-liz.ru
ООО «Ликви Моли Руссланд»,ООО «Ликви Моли Руссланд»,,info@liqui-moly.de,https://liquimoly.ru
ООО «Ликон Рус»,ООО «Ликон Рус»,74956607727,info@liconrus.ru,https://liconrus.ru
ООО «Линга Мбр»,ООО «Линга Мбр»,,info@linga.su,https://lingambr.ru
ООО «Линия Защиты»,ООО «Линия Защиты»,,,https://protec-line.ru
ООО «ЛитРес»,ООО «ЛитРес»,,help@litres.ru,https://www.litres.ru/company/about
ООО «Личи Рус»,ООО «Личи Рус»,79096685555,support@lichi.com,https://lichi.com/ru/ru/customer_service/company_details
ООО «ЛМЛ и Ко»,ООО «ЛМЛ и Ко»,,companycardsfeedback@rbc.ru,https://companies.rbc.ru/id/1075009001902-ooo-lml-i-ko
ООО «Лог-Ист»,ООО «Лог-Ист»,74956489064,,https://log-ist.ru
ООО «Логистик-Трейд»,ООО «Логистик-Трейд»,79770004909,info@logist-trade.ru,https://logist-trade.ru
ООО «Логистика КС»,ООО «Логистика КС»,74951206300,info@star-pro.ru,https://star-pro.ru/proverka-kontragenta/organization/1087746982740
ООО «ЛОГИТРАНС ЛОЖИСТИК»,ООО «ЛОГИТРАНС ЛОЖИСТИК»,,,https://b2b24.center/sectors/perevozka-i-ekspedirovanie-gruzov/logitrans-lozhistik-ooo
ООО «Логотранс+»,ООО «Логотранс+»,78007077974,zakaz@logotrans74.ru,https://logotrans74.ru
ООО «Логро Групп»,ООО «Логро Групп»,,companycardsfeedback@rbc.ru,https://companies.rbc.ru/id/1077760630188-ooo-obschestvo-s-ogranichennoj-otvetstvennostyu-logro-grupp
ООО «ЛОДЕ»,ООО «ЛОДЕ»,74955140919,,https://lacoste.ru/info/public-offer
ООО «Локотех-Сервис»,ООО «Локотех-Сервис»,,info@locotech.ru,https://www.locotech.ru
ООО «Лоция»,ООО «Лоция»,74957302320,:mail@doverie.msk.ru,https://loodsen.ru
ООО «ЛСВ Трейд»,ООО «ЛСВ Трейд»,375172840574,akzhan@interfax.kz,https://spark-interfax.ru/moskva-kommunarka/ooo-lsv-treid-inn-7708726681-ogrn-1107746717814-1e38837a38d045dbbeeb6ed5453447ae
ООО «Луис+офис»,ООО «Луис+офис»,,ebc295f2ca4e358120aa889ab6ce5022@s4b2b.luis.ru,https://luis.ru/contacts
ООО «Лукойл-Маринбункер»,ООО «Лукойл-Маринбункер»,,card_1@2x.png,https://www.rusprofile.ru/id/10806268
ООО «Лукойл-Резервнефтепродукт-Трейдинг»,ООО «Лукойл-Резервнефтепродукт-Трейдинг»,,lrnpt@lukoil.com,https://trading.lukoil.ru
ООО «Лукойл-Технологии»,ООО «Лукойл-Технологии»,74959832713,luktech@lukoil.com,https://technologies.lukoil.ru
ООО «Лунатрейдгрупп»,ООО «Лунатрейдгрупп»,375172840574,akzhan@interfax.kz,https://spark-interfax.ru/moskva-presnenski/ooo-lunatreidgrupp-inn-5003127460-ogrn-1185027006251-683515c1a5a938ebe0531b9aa8c0a325
ООО «Люблино Девелопмент»,ООО «Люблино Девелопмент»,74997059141,adv@novostroy-m.ru,https://www.novostroy-m.ru/kompanii/lyublino_development
ООО «М Кран»,ООО «М Кран»,74993904949,m-kran@m-kran.ru,https://m-kran.ru
ООО «М Партс»,ООО «М Партс»,,d.egorov@v01.ru,https://v01.ru
ООО «М-Логистик»,ООО «М-Логистик»,74953630950,abrashkin@mlogistic.ru,https://mlogistic.ru
ООО «М-Промтех»,ООО «М-Промтех»,,companycardsfeedback@rbc.ru,https://companies.rbc.ru/id/1167746745319-ooo-obschestvo-s-ogranichennoj-otvetstvennostyu-m-promteh
ООО «Маввел»,ООО «Маввел»,375172840574,akzhan@interfax.kz,https://spark-interfax.ru/moskva-yuzhnoe-butovo/ooo-mavvel-inn-7702409157-ogrn-5167746332397-70708006dbbd414586ac413dd9b56013
ООО «Магистраль-Юг»,ООО «Магистраль-Юг»,78632800633,info@magistral-ug.com,http://magistral.msk.ru
ООО «Магистраль»,ООО «Магистраль»,,magistral_kms@mail.ru,https://magistral-kms.ru
ООО «Магнус Трейд»,ООО «Магнус Трейд»,,companycardsfeedback@rbc.ru,https://companies.rbc.ru/id/1217700554510-obschestvo-s-ogranichennoj-otvetstvennostyu-magnus-trejd
ООО «Мажор Групп»,ООО «Мажор Групп»,79647742162,mail@trade-group.su,http://trade-group.su
ООО «Майер Групп»,ООО «Майер Групп»,,anapa@maergroup.ru,https://maergroup.ru
ООО «МАКИТА»,ООО «МАКИТА»,74951338234,sales@makitarussia.ru,https://makitarussia.ru
ООО «Макс Петролеум Сервис»,ООО «Макс Петролеум Сервис»,74951086860,a.kostylev@mpservices.ru,https://www.mpservices.ru/kontakty
ООО «Максимум»,ООО «Максимум»,79159864482,9864482@mail.ru,https://www.ooo-maksimum.ru
ООО «Макситраст»,ООО «Макситраст»,,1242@sds-consult.ru,https://www.list-org.com/company/7842827
ООО «Манежная площадь»,ООО «Манежная площадь»,,companycardsfeedback@rbc.ru,https://companies.rbc.ru/id/1067760140150-ooo-obschestvo-s-ogranichennoj-otvetstvennostyu-manezhnaya-ploschad
ООО «Марад»,ООО «Марад»,,companycardsfeedback@rbc.ru,https://companies.rbc.ru/id/5107746022401-ooo-obschestvo-s-ogranichennoj-otvetstvennostyu-marad
ООО «МАРКЕТ ГРУПП»,ООО «МАРКЕТ ГРУПП»,,info@market-groups.ru,https://market-groups.ru
ООО «Маркет-Тв»,ООО «Маркет-Тв»,,companycardsfeedback@rbc.ru,https://companies.rbc.ru/id/5177746148322-ooo-market-tv
ООО «Маркетинг Групп»,ООО «Маркетинг Групп»,375172840574,akzhan@interfax.kz,https://spark-interfax.ru/moskva-ryazanski/ooo-marketing-grupp-inn-7733907025-ogrn-1147748030649-40bb79303bbc44928ca2c6469e7d131e
ООО «Март Трейдинг»,ООО «Март Трейдинг»,375172840574,akzhan@interfax.kz,https://spark-interfax.ru/moskva-danilovski/ooo-mart-treiding-inn-7709197039-ogrn-1027739184351-729b366556144760a9e40529e9681454
ООО «Марубени Раббер Рус»,ООО «Марубени Раббер Рус»,375172840574,akzhan@interfax.kz,https://spark-interfax.ru/moskva-presnenski/ooo-marubeni-rabber-rus-inn-7703468839-ogrn-5187746017113-7da8ad7f281525d5e0531b9aa8c05394
ООО «Массимо Дутти»,ООО «Массимо Дутти»,375172840574,akzhan@interfax.kz,https://spark-interfax.ru/moskva-presnenski/ooo-massimo-dutti-inn-7717555256-ogrn-1067746461144-17f4ba75705442508a0ac19b218c5c73
ООО «Мегаполис»,ООО «Мегаполис»,,corp@gkm.ru,https://www.gkm.ru
ООО «Медиа Инстинкт Баинг Сервис»,ООО «Медиа Инстинкт Баинг Сервис»,74959377722,reception@mediainstinctgroup.ru,https://mediainstinctgroup.ru
ООО «Металлоломная Компания ОМК-ЭкоМеталл»,ООО «Металлоломная Компания ОМК-ЭкоМеталл»,79231555000,hello@resosearch.ru,https://resosearch.ru
